the_geom,cartodb_id,dt_start,dt_end,fishfry_uuid
,4258,2017-04-14 15:00:00+00,2017-04-14 22:00:00+00,31
,4259,2017-04-14 14:30:00+00,2017-04-15 00:00:00+00,151
,4260,2017-03-10 15:30:00+00,2017-03-11 01:00:00+00,151
,4261,2017-03-17 14:30:00+00,2017-03-18 00:00:00+00,151
,4262,2017-04-07 14:30:00+00,2017-04-08 00:00:00+00,151
,4263,2017-03-24 14:30:00+00,2017-03-25 00:00:00+00,151
,4264,2017-03-03 15:30:00+00,2017-03-04 01:00:00+00,151
,4265,2017-03-31 14:30:00+00,2017-04-01 00:00:00+00,151
,4266,2017-03-01 15:30:00+00,2017-03-02 01:00:00+00,151
,4267,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,9b47c97e-206a-4585-a1f4-0fcf1d57c8ac
,4268,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,9b47c97e-206a-4585-a1f4-0fcf1d57c8ac
,4269,2017-04-14 15:00:00+00,2017-04-14 22:30:00+00,737c15c6-7934-4259-939e-174bfd610278
,4270,2017-04-07 15:00:00+00,2017-04-07 22:30:00+00,737c15c6-7934-4259-939e-174bfd610278
,4271,2017-03-24 15:00:00+00,2017-03-24 22:30:00+00,737c15c6-7934-4259-939e-174bfd610278
,4272,2017-03-31 15:00:00+00,2017-03-31 22:30:00+00,737c15c6-7934-4259-939e-174bfd610278
,3416,2017-03-01 05:00:00+00,2017-04-15 03:45:00+00,46f270f5-8eeb-42e0-b71c-e30cf333be71
,4385,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,55
,4386,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,55
,4387,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,55
,3547,2017-03-10 21:30:00+00,2017-03-11 00:30:00+00,47
,3548,2017-03-17 20:30:00+00,2017-03-17 23:30:00+00,47
,2864,2017-04-07 14:00:00+00,2017-04-08 00:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,2865,2017-03-24 14:00:00+00,2017-03-25 00:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,2866,2017-03-31 14:00:00+00,2017-04-01 00:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,2867,2017-03-17 14:00:00+00,2017-03-18 00:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,2868,2017-03-03 15:00:00+00,2017-03-04 01:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,2869,2017-04-14 14:00:00+00,2017-04-15 00:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,2870,2017-03-10 15:00:00+00,2017-03-11 01:00:00+00,aa119a24-dd35-4202-85bf-51ec572331c4
,3549,2017-04-14 19:30:00+00,2017-04-14 23:30:00+00,47
,3550,2017-03-31 20:30:00+00,2017-03-31 23:30:00+00,47
,3551,2017-04-07 20:30:00+00,2017-04-07 23:30:00+00,47
,3552,2017-03-24 20:30:00+00,2017-03-24 23:30:00+00,47
,3553,2017-03-03 21:30:00+00,2017-03-04 00:30:00+00,47
,3593,2017-03-24 21:30:00+00,2017-03-25 00:00:00+00,101
,3594,2017-03-31 21:30:00+00,2017-04-01 00:00:00+00,101
,3595,2017-04-07 21:30:00+00,2017-04-08 00:00:00+00,101
,3596,2017-04-14 21:30:00+00,2017-04-15 00:00:00+00,101
,2880,2017-03-17 15:00:00+00,2017-03-17 23:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2881,2017-03-31 15:00:00+00,2017-03-31 23:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2882,2017-03-10 16:00:00+00,2017-03-11 00:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2883,2017-03-24 15:00:00+00,2017-03-24 23:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2884,2017-04-07 15:00:00+00,2017-04-07 23:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2885,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2886,2017-03-03 16:00:00+00,2017-03-04 00:00:00+00,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
,2889,2017-03-10 16:30:00+00,2017-03-10 18:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2890,2017-03-24 19:45:00+00,2017-03-24 22:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2891,2017-03-17 15:30:00+00,2017-03-17 17:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2892,2017-03-24 15:30:00+00,2017-03-24 17:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2893,2017-04-14 15:30:00+00,2017-04-14 17:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2894,2017-03-31 15:30:00+00,2017-03-31 17:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2895,2017-04-14 19:45:00+00,2017-04-14 22:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2896,2017-04-07 15:30:00+00,2017-04-07 17:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2897,2017-03-31 19:45:00+00,2017-03-31 22:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2898,2017-03-10 20:45:00+00,2017-03-10 23:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2899,2017-03-03 16:30:00+00,2017-03-03 18:30:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2900,2017-03-17 19:45:00+00,2017-03-17 22:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2901,2017-04-07 19:45:00+00,2017-04-07 22:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2902,2017-03-03 20:45:00+00,2017-03-03 23:45:00+00,b91753cf-19e4-48fc-ae57-f91b886ebffb
,2903,2017-03-24 15:00:00+00,2017-03-24 23:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2904,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2905,2017-03-17 15:00:00+00,2017-03-17 23:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2906,2017-04-07 15:00:00+00,2017-04-07 23:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2907,2017-03-03 16:00:00+00,2017-03-04 00:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2908,2017-03-31 15:00:00+00,2017-03-31 23:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2909,2017-04-14 15:00:00+00,2017-04-14 23:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2910,2017-03-10 16:00:00+00,2017-03-11 00:00:00+00,10a84386-38dd-44b3-84cc-6a732014a7b6
,2911,2017-04-14 15:00:00+00,2017-04-14 22:30:00+00,14
,3597,2017-03-10 22:30:00+00,2017-03-11 01:00:00+00,101
,3598,2017-03-03 22:30:00+00,2017-03-04 01:00:00+00,101
,4391,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,95
,4392,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,95
,4393,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,95
,4414,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,60051eed-6676-4f0f-acc8-3939a170311f
,4415,2017-04-07 15:00:00+00,2017-04-07 17:00:00+00,60051eed-6676-4f0f-acc8-3939a170311f
,4416,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,60051eed-6676-4f0f-acc8-3939a170311f
,4417,2017-03-31 15:00:00+00,2017-03-31 17:00:00+00,60051eed-6676-4f0f-acc8-3939a170311f
,4418,2017-04-14 15:00:00+00,2017-04-14 22:00:00+00,edd67eb0-3acf-4d13-a574-d5ca81cd2055
,4419,2017-03-31 15:00:00+00,2017-03-31 22:00:00+00,edd67eb0-3acf-4d13-a574-d5ca81cd2055
,4420,2017-04-07 15:00:00+00,2017-04-07 15:00:00+00,edd67eb0-3acf-4d13-a574-d5ca81cd2055
,4421,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,a1ef943c-bd04-41ed-a8df-24f3c3b85f23
,4422,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,a1ef943c-bd04-41ed-a8df-24f3c3b85f23
,2928,2017-03-10 12:00:00+00,2017-03-11 04:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2929,2017-03-24 11:00:00+00,2017-03-25 03:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2930,2017-03-31 11:00:00+00,2017-04-01 03:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2931,2017-03-17 11:00:00+00,2017-03-18 03:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2932,2017-03-03 12:00:00+00,2017-03-04 04:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2933,2017-04-14 11:00:00+00,2017-04-15 03:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2934,2017-04-07 11:00:00+00,2017-04-08 03:45:00+00,9a947ce0-5010-42d8-a9e1-8815af7b3dab
,2947,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,8e8e9ab0-c9d5-4853-b9cf-9bf67e6f29aa
,2948,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,42107640-8201-4570-bd45-35d404e32b14
,2949,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,573c77e0-f376-4df1-8b31-12cc1628233e
,2950,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
,2951,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
,2952,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
,2953,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
,2954,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
,2955,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
,2964,2017-03-10 21:00:00+00,2017-03-11 00:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,2965,2017-03-17 20:00:00+00,2017-03-17 23:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,2966,2017-03-03 21:00:00+00,2017-03-04 00:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,2967,2017-03-24 20:00:00+00,2017-03-24 23:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,2968,2017-03-01 21:00:00+00,2017-03-02 00:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,2969,2017-04-07 20:00:00+00,2017-04-07 23:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,2970,2017-03-31 20:00:00+00,2017-03-31 23:30:00+00,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
,3433,2017-03-17 20:00:00+00,2017-03-18 00:00:00+00,96
,3434,2017-04-14 18:00:00+00,2017-04-14 23:00:00+00,96
,3435,2017-03-10 21:00:00+00,2017-03-11 01:00:00+00,96
,3436,2017-04-07 20:00:00+00,2017-04-08 00:00:00+00,96
,3437,2017-03-31 20:00:00+00,2017-04-01 00:00:00+00,96
,3438,2017-03-03 21:00:00+00,2017-03-04 01:00:00+00,96
,3439,2017-03-01 20:00:00+00,2017-03-02 01:00:00+00,96
,3440,2017-03-24 20:00:00+00,2017-03-25 00:00:00+00,96
,3441,2017-03-24 21:00:00+00,2017-03-24 23:30:00+00,718c45de-b987-49e7-a49e-0f7a716c4b95
,3442,2017-03-03 22:00:00+00,2017-03-04 00:30:00+00,718c45de-b987-49e7-a49e-0f7a716c4b95
,3443,2017-03-17 21:00:00+00,2017-03-17 23:30:00+00,718c45de-b987-49e7-a49e-0f7a716c4b95
,3444,2017-03-31 21:00:00+00,2017-03-31 23:30:00+00,718c45de-b987-49e7-a49e-0f7a716c4b95
,3445,2017-03-10 22:00:00+00,2017-03-11 00:30:00+00,718c45de-b987-49e7-a49e-0f7a716c4b95
,3446,2017-04-07 21:00:00+00,2017-04-07 23:30:00+00,718c45de-b987-49e7-a49e-0f7a716c4b95
,4273,2017-03-24 15:00:00+00,2017-03-24 23:00:00+00,047c5939-8e78-498d-a57b-1905ae9bc640
,4274,2017-04-07 15:00:00+00,2017-04-07 23:00:00+00,047c5939-8e78-498d-a57b-1905ae9bc640
,4275,2017-04-14 13:00:00+00,2017-04-14 21:00:00+00,047c5939-8e78-498d-a57b-1905ae9bc640
,4276,2017-03-31 15:00:00+00,2017-03-31 23:00:00+00,047c5939-8e78-498d-a57b-1905ae9bc640
,4277,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4278,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4279,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4280,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4281,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4282,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4283,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,ba269b52-fd11-45f7-be4d-6491f06d2549
,4284,2017-04-07 15:00:00+00,2017-04-08 02:00:00+00,79
,4285,2017-03-31 15:00:00+00,2017-04-01 02:00:00+00,79
,4286,2017-04-14 15:00:00+00,2017-04-15 02:00:00+00,79
,4365,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,e533aea3-b2ca-4595-9100-6d1625b118d3
,4366,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,e533aea3-b2ca-4595-9100-6d1625b118d3
,4394,2017-03-31 20:00:00+00,2017-04-01 00:00:00+00,102
,4395,2017-04-14 20:00:00+00,2017-04-15 00:00:00+00,102
,4396,2017-04-07 20:00:00+00,2017-04-08 00:00:00+00,102
,4397,2017-03-31 15:00:00+00,2017-03-31 22:30:00+00,11
,4398,2017-04-07 15:00:00+00,2017-04-07 15:00:00+00,11
,4399,2017-04-14 15:00:00+00,2017-04-14 22:30:00+00,11
,4423,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,a1ef943c-bd04-41ed-a8df-24f3c3b85f23
,4424,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,4b13c8cf-8da9-44fa-9f8c-ad084c922224
,4425,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,4b13c8cf-8da9-44fa-9f8c-ad084c922224
,4426,2017-04-14 16:00:00+00,2017-04-14 23:00:00+00,4b13c8cf-8da9-44fa-9f8c-ad084c922224
,4427,2017-04-14 15:00:00+00,2017-04-14 22:00:00+00,1ee3f6b9-0377-44ed-b637-159c34f86d4b
,4428,2017-03-31 15:00:00+00,2017-03-31 22:00:00+00,1ee3f6b9-0377-44ed-b637-159c34f86d4b
,4429,2017-04-07 15:00:00+00,2017-04-07 22:00:00+00,1ee3f6b9-0377-44ed-b637-159c34f86d4b
,3566,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,94
,3567,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,94
,3568,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,94
,3569,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,94
,3570,2017-04-14 19:00:00+00,2017-04-14 23:00:00+00,94
,3571,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,94
,3572,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,94
,3573,2017-03-24 20:30:00+00,2017-03-24 23:30:00+00,e4512938-9b4e-4b91-96f3-27ae7f8ce32f
,3574,2017-03-17 20:30:00+00,2017-03-17 23:30:00+00,e4512938-9b4e-4b91-96f3-27ae7f8ce32f
,3575,2017-04-07 20:30:00+00,2017-04-07 23:30:00+00,e4512938-9b4e-4b91-96f3-27ae7f8ce32f
,3576,2017-03-10 21:30:00+00,2017-03-11 00:30:00+00,e4512938-9b4e-4b91-96f3-27ae7f8ce32f
,3577,2017-03-03 21:30:00+00,2017-03-04 00:30:00+00,e4512938-9b4e-4b91-96f3-27ae7f8ce32f
,3578,2017-03-31 20:30:00+00,2017-03-31 23:30:00+00,e4512938-9b4e-4b91-96f3-27ae7f8ce32f
,3599,2017-03-17 21:30:00+00,2017-03-18 00:00:00+00,101
,3672,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,45
,3680,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3681,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3682,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3683,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3684,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3685,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3686,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,5379327c-2434-4cc2-bf6c-de7be42ea962
,3694,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,1c632b42-59dc-4240-8035-30a272cf3d6e
,3695,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,1c632b42-59dc-4240-8035-30a272cf3d6e
,3696,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,1c632b42-59dc-4240-8035-30a272cf3d6e
,3697,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,1c632b42-59dc-4240-8035-30a272cf3d6e
,4430,2017-04-07 15:30:00+00,2017-04-07 22:00:00+00,24
,4431,2017-03-31 15:30:00+00,2017-03-31 22:00:00+00,24
,4432,2017-04-14 19:00:00+00,2017-04-14 22:00:00+00,24
,4433,2017-03-31 20:00:00+00,2017-04-01 00:00:00+00,d21b6844-b8e5-42d8-a919-b375787b1eaf
,2976,2017-03-31 21:00:00+00,2017-03-31 23:00:00+00,54
,2977,2017-03-10 22:00:00+00,2017-03-11 00:00:00+00,54
,3459,2017-03-24 08:30:00+00,2017-03-24 23:30:00+00,178
,3460,2017-03-31 08:30:00+00,2017-03-31 23:30:00+00,178
,3461,2017-03-10 09:30:00+00,2017-03-11 00:30:00+00,178
,3462,2017-04-14 08:30:00+00,2017-04-14 23:30:00+00,178
,3463,2017-03-17 08:30:00+00,2017-03-17 23:30:00+00,178
,3464,2017-04-07 08:30:00+00,2017-04-07 23:30:00+00,178
,3465,2017-03-03 09:30:00+00,2017-03-04 00:30:00+00,178
,4287,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,90
,4288,2017-04-14 20:00:00+00,2017-04-14 23:00:00+00,90
,4289,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,90
,2993,2017-03-17 16:00:00+00,2017-03-17 23:00:00+00,18
,2994,2017-03-03 17:00:00+00,2017-03-04 00:00:00+00,18
,2995,2017-03-10 17:00:00+00,2017-03-11 00:00:00+00,18
,2996,2017-03-24 16:00:00+00,2017-03-24 23:00:00+00,18
,2997,2017-04-07 16:00:00+00,2017-04-07 23:00:00+00,18
,2998,2017-03-01 17:00:00+00,2017-03-02 00:00:00+00,18
,2999,2017-03-31 16:00:00+00,2017-03-31 23:00:00+00,18
,4400,2017-03-31 20:30:00+00,2017-03-31 23:00:00+00,2437d9e2-aa61-4d11-b4aa-bd4386e5308e
,4434,2017-04-07 20:00:00+00,2017-04-08 00:00:00+00,d21b6844-b8e5-42d8-a919-b375787b1eaf
,4435,2017-03-31 20:30:00+00,2017-03-31 23:00:00+00,a11328ec-51e4-4d9e-a3df-80b4ebb2e830
,4436,2017-04-07 20:30:00+00,2017-04-07 23:00:00+00,a11328ec-51e4-4d9e-a3df-80b4ebb2e830
,4437,2017-04-14 15:00:00+00,2017-04-14 23:00:00+00,134
,4438,2017-04-07 15:00:00+00,2017-04-07 23:00:00+00,134
,4439,2017-03-31 15:00:00+00,2017-03-31 23:00:00+00,134
,3014,2017-03-10 17:00:00+00,2017-03-11 00:00:00+00,38
,3015,2017-03-31 16:00:00+00,2017-03-31 23:00:00+00,38
,3016,2017-04-07 16:00:00+00,2017-04-07 23:00:00+00,38
,3017,2017-03-03 17:00:00+00,2017-03-04 00:00:00+00,38
,3018,2017-03-17 16:00:00+00,2017-03-17 23:00:00+00,38
,3019,2017-03-01 17:00:00+00,2017-03-02 00:00:00+00,38
,3020,2017-04-14 16:00:00+00,2017-04-14 23:00:00+00,38
,3021,2017-03-24 16:00:00+00,2017-03-24 23:00:00+00,38
,3022,2017-03-24 21:00:00+00,2017-03-24 23:00:00+00,60
,3023,2017-03-10 22:00:00+00,2017-03-11 00:00:00+00,60
,3024,2017-03-03 22:00:00+00,2017-03-04 00:00:00+00,60
,3025,2017-03-17 21:00:00+00,2017-03-17 23:00:00+00,60
,3026,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,5b09eb49-aa32-42ab-b929-8f5682f3ba39
,3027,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,5b09eb49-aa32-42ab-b929-8f5682f3ba39
,3028,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,5b09eb49-aa32-42ab-b929-8f5682f3ba39
,3029,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,5b09eb49-aa32-42ab-b929-8f5682f3ba39
,3030,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,5b09eb49-aa32-42ab-b929-8f5682f3ba39
,3031,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,5b09eb49-aa32-42ab-b929-8f5682f3ba39
,3032,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3033,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3034,2017-03-01 21:00:00+00,2017-03-02 00:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3035,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3036,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3037,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3038,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,4586fd80-6274-42f0-99e6-5adf4fa36d6d
,3049,2017-03-01 16:00:00+00,2017-03-01 23:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3050,2017-04-14 15:00:00+00,2017-04-14 22:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3051,2017-03-10 16:00:00+00,2017-03-10 23:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3052,2017-03-17 15:00:00+00,2017-03-17 22:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3053,2017-03-31 15:00:00+00,2017-03-31 22:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3054,2017-03-24 15:00:00+00,2017-03-24 22:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3055,2017-03-03 16:00:00+00,2017-03-03 23:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3056,2017-04-07 15:00:00+00,2017-04-07 22:00:00+00,ce99d002-7d44-488a-8605-20c1fa887942
,3057,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3058,2017-03-01 21:00:00+00,2017-03-02 00:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3059,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3060,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3061,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3062,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3063,2017-03-10 21:00:00+00,2017-03-11 00:00:00+00,919eace8-bb0b-42d1-8ffd-4ebfe1d5fcdb
,3064,2017-04-07 15:00:00+00,2017-04-07 22:00:00+00,67
,3065,2017-03-24 15:00:00+00,2017-03-24 22:00:00+00,67
,3066,2017-03-10 16:00:00+00,2017-03-10 23:00:00+00,67
,3067,2017-03-03 16:00:00+00,2017-03-03 23:00:00+00,67
,3075,2017-03-24 20:30:00+00,2017-03-24 23:30:00+00,2cff26c4-72f1-49eb-9f90-548379c5eee7
,3076,2017-03-31 20:30:00+00,2017-03-31 23:30:00+00,2cff26c4-72f1-49eb-9f90-548379c5eee7
,3077,2017-04-07 20:30:00+00,2017-04-07 23:30:00+00,2cff26c4-72f1-49eb-9f90-548379c5eee7
,3078,2017-03-17 20:30:00+00,2017-03-17 23:30:00+00,2cff26c4-72f1-49eb-9f90-548379c5eee7
,3079,2017-03-10 21:30:00+00,2017-03-11 00:30:00+00,2cff26c4-72f1-49eb-9f90-548379c5eee7
,3080,2017-03-03 21:30:00+00,2017-03-04 00:30:00+00,2cff26c4-72f1-49eb-9f90-548379c5eee7
,3081,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,15
,3082,2017-03-03 16:00:00+00,2017-03-04 00:00:00+00,172
,3083,2017-03-17 15:00:00+00,2017-03-17 23:00:00+00,172
,3084,2017-04-07 15:00:00+00,2017-04-07 23:00:00+00,172
,3085,2017-03-31 15:00:00+00,2017-03-31 23:00:00+00,172
,3086,2017-03-10 16:00:00+00,2017-03-11 00:00:00+00,172
,3087,2017-03-01 16:00:00+00,2017-03-02 00:00:00+00,172
,3088,2017-04-14 15:00:00+00,2017-04-14 23:00:00+00,172
,3089,2017-03-24 15:00:00+00,2017-03-24 23:00:00+00,172
,3090,2017-03-31 15:30:00+00,2017-03-31 18:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3091,2017-04-07 15:30:00+00,2017-04-07 18:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3092,2017-04-07 20:00:00+00,2017-04-07 23:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3093,2017-03-17 20:00:00+00,2017-03-17 23:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3094,2017-03-24 20:00:00+00,2017-03-24 23:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3095,2017-03-01 16:30:00+00,2017-03-01 19:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3096,2017-03-31 20:00:00+00,2017-03-31 23:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3097,2017-03-03 16:30:00+00,2017-03-03 19:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
,3098,2017-03-03 21:00:00+00,2017-03-04 00:00:00+00,30ba146c-b6d6-480b-81eb-fac641795c42
